market,pct,holding,regime,event_n,event_avg_return,event_median_return,event_win_rate,event_avg_mdd,random_n,random_avg_return,random_median_return,random_win_rate,random_avg_mdd,excess_avg_return,excess_win_rate,excess_avg_mdd
SPY,10,1,ALL,545,0.0013300755440359877,0.0005679681922408086,0.5247706422018349,-0.011234562363274974,545,7.525330329702908e-06,0.0006629802955882003,0.5394495412844037,-0.005892079248495934,0.001322550213706285,-0.014678899082568808,-0.005342483114779041
SPY,10,1,ABOVE,240,0.00034327873020695656,0.0013197487490210769,0.5708333333333333,-0.007252658329815268,240,0.0007798990907188052,0.0009541803802591842,0.6166666666666667,-0.0045440503555926135,-0.00043662036051184865,-0.04583333333333339,-0.002708607974222655
SPY,10,1,BELOW,305,0.002106571397540799,-0.00017907144568052313,0.4885245901639344,-0.014367863897800644,305,-0.0004807946599406588,-0.00010248674302681948,0.4885245901639344,-0.011544009463200328,0.0025873660574814578,0.0,-0.0028238544346003164
SPY,10,3,ALL,545,0.003387865654096241,0.0035434810029637553,0.5761467889908257,-0.02033301916589768,545,0.000597269980052451,0.0017741314398143082,0.5559633027522936,-0.012568640929792266,0.0027905956740437903,0.020183486238532167,-0.007764378236105412
SPY,10,3,ABOVE,240,0.001267831843121999,0.0028107952220136623,0.5791666666666667,-0.01393880561847906,240,0.0016502558649633806,0.002485932502268029,0.5875,-0.009527997006951927,-0.0003824240218413817,-0.008333333333333304,-0.004410808611527133
SPY,10,3,BELOW,305,0.005056088980764497,0.004517364731872142,0.5737704918032787,-0.02536453146550577,305,0.0011740299858463597,0.003928988189778826,0.5540983606557377,-0.021416164961345845,0.0038820589949181373,0.01967213114754096,-0.003948366504159924
SPY,10,5,ALL,544,0.0040714093726694186,0.005834416315995017,0.5735294117647058,-0.027293366305850168,544,0.0016501244343852675,0.0034715026949400096,0.5845588235294118,-0.01531360224060043,0.002421284938284151,-0.011029411764705954,-0.011979764065249738
SPY,10,5,ABOVE,240,0.00315090410277893,0.004550812176789876,0.5833333333333334,-0.01847660287909626,240,0.0015461952089945482,0.004127770032204436,0.6,-0.013521336542836375,0.0016047088937843816,-0.016666666666666607,-0.004955266336259884
SPY,10,5,BELOW,304,0.004798124059425067,0.006447841131952292,0.5657894736842105,-0.0342539690111822,304,0.0012832703281593185,0.0032053849048784278,0.5197368421052632,-0.027535367697572966,0.0035148537312657486,0.046052631578947345,-0.006718601313609237
SPY,10,10,ALL,542,0.008159838531497432,0.014454847641850788,0.6328413284132841,-0.036758954386473607,542,0.0008003072641995445,0.005138139736146297,0.5885608856088561,-0.02478378517365134,0.007359531267297888,0.044280442804428,-0.011975169212822268
SPY,10,10,ABOVE,238,0.007809485962103006,0.013355316486538982,0.634453781512605,-0.02470453049282002,238,0.004746121318797838,0.005764264598020152,0.6218487394957983,-0.017728904699482236,0.0030633646433051685,0.012605042016806678,-0.0069756257933377835
SPY,10,10,BELOW,304,0.008434127714115435,0.015800497306382777,0.631578947368421,-0.04619629940847872,304,0.0010564556215496275,0.010583159178583323,0.5756578947368421,-0.042052305342107965,0.0073776720925658075,0.05592105263157887,-0.004143994066370754
SPY,10,20,ALL,541,0.013079461955126026,0.019601760237556887,0.6395563770794824,-0.04925386679657836,541,0.006079090615306472,0.010832513763835427,0.6136783733826248,-0.03403303662676537,0.007000371339819554,0.025878003696857665,-0.015220830169812988
